Test node index	True parents	Predicted parents	macro_mr	micro_mr	hit_at_1	hit_at_3	mrr_scaled_10
kv1 2 channel	channel	selectivity, nitro, linker, modulation, channel	5.0	5.0	0.0	0.0	1.0
rf portable	multi chip module	telemetry, biotelemetry, transponder, wireless medical telemetry service, transponder	1286.0	1286.0	0.0	0.0	0.007751937984496124
hybrot	artificial intelligence	artificial intelligence situated approach, artificial intelligence, cybernetics, symbolic artificial intelligence, artificial brain	2.0	2.0	0.0	1.0	1.0
amateur television	telecommunications	telecommunications, terrestrial television, radio broadcasting, broadcasting, digital television	1.0	1.0	1.0	1.0	1.0
aphaenogaster fulva	ant	ant, monomorium, lasius, crematogaster, myrmecophily	1.0	1.0	1.0	1.0	1.0
child pornography	the internet	human factors and ergonomics, artificial intelligence, operating system, internet privacy, world wide web	6.0	6.0	0.0	0.0	1.0
package store	database	operating system, database, computer hardware, file control block, unix file types	2.0	2.0	0.0	1.0	1.0
x ray film processor	film processor	computer hardware, operating system, embedded system, software, computer science	304.0	304.0	0.0	0.0	0.03225806451612903
netconf	network management, xml	computer network, operating system, management information base, distributed computing, simple network management protocol	94.0	94.0	0.0	0.0	0.15833333333333333
java evolutionary computation toolkit	evolution strategy, memetic algorithm, genetic representation, cultural algorithm, evolutionary programming	artificial intelligence, computer science, programming language, machine learning, genetic programming	41.4	41.4	0.0	0.0	0.35
pc system design guide	windows vista, windows ce, group policy	operating system, microsoft windows, gnu linux, windows ce, ibm pc compatible	15.333333333333334	15.333333333333334	0.0	0.0	0.75
t commerce	telecommunications	world wide web, online advertising, multimedia, the internet, artificial intelligence	8.0	8.0	0.0	0.0	1.0
obstruent	vowel	vowel, consonant, syllable, diphthong, artificial intelligence	1.0	1.0	1.0	1.0	1.0
user defined function	query by example	database, computer science, programming language, data mining, operating system	10.0	10.0	0.0	0.0	1.0
blocking nose	lock, lever	leech, hirudo medicinalis, amoeba, pear, humulus lupulus	798.0	798.0	0.0	0.0	0.012531328320802004
signal tracer	signal transition	computer hardware, embedded system, operating system, chip, data acquisition	159.0	159.0	0.0	0.0	0.0625
opensafety	computer network	embedded system, ethernet, computer network, scada, operating system	3.0	3.0	0.0	1.0	1.0
abap	database, programming language, operating system	volatile, turtle, programming language, database, arbol	3.3333333333333335	3.3333333333333335	0.0	0.6666666666666666	1.0
qualcomm hexagon	parallel computing, operating system	operating system, embedded system, computer hardware, computer science, programming language	4.0	4.0	0.5	0.5	1.0
h 120	operating system, telecommunications	selectivity, linker, nitro, modulation, dbm	39.0	39.0	0.0	0.0	0.25
railml	data exchange, xml	programming language, software engineering, computer science, operating system, software construction	154.0	154.0	0.0	0.0	0.07729468599033816
recovery time actual	operating system	crash, shuttle valve, mean time to repair, air traffic control, flight simulator	200.0	200.0	0.0	0.0	0.05
explicit multi threading	parallel algorithm, chip	parallel computing, distributed memory, shared memory, parallel processing, compiler	124.5	124.5	0.0	0.0	0.14772727272727273
recovery procedure	real time computing	computer science, operating system, programming language, real time computing, artificial intelligence	4.0	4.0	0.0	0.0	1.0
compact open topology	interpolation space	initial topology, comparison of topologies, extension topology, sequence space, banach space	10.0	10.0	0.0	0.0	1.0
prosigns for morse code	morse code	programming language, operating system, artificial intelligence, telecommunications, computer science	194.0	194.0	0.0	0.0	0.05
gold code	code division multiple access, spread spectrum	channel, telecommunications, fading, code division multiple access, bit error rate	6.0	6.0	0.0	0.0	1.0
defunctionalization	abstract machine	programming language, l attributed grammar, functional programming, lambda calculus, simply typed lambda calculus	51.0	51.0	0.0	0.0	0.16666666666666666
type token distinction	artificial intelligence, natural language processing	artificial intelligence, programming language, computer science, semantics, operating system	4.0	4.0	0.5	0.5	1.0
semantic warehousing	data mining, database	operating system, world wide web, database, artificial intelligence, information retrieval	9.0	9.0	0.0	0.5	0.75
remote terminal unit	embedded system	operating system, embedded system, scada, real time computing, computer hardware	2.0	2.0	0.0	1.0	1.0
algebraic logic functional programming language	artificial intelligence, programming language	programming language, functional logic programming, procedural programming, artificial intelligence, symbolic programming	2.0	2.0	0.5	1.0	1.0
estilux posterior	composite number	composite number, prosthesis, artificial intelligence, voxel, machine learning	1.0	1.0	1.0	1.0	1.0
co np	time hierarchy theorem, structural complexity theory	algorithm, computational complexity theory, structural complexity theory, programming language, parity function	5.0	5.0	0.0	0.5	1.0
gâteaux derivative	banach space	banach space, lp space, approximation property, hilbert space, finite rank operator	1.0	1.0	1.0	1.0	1.0
fake news	internet privacy	internet privacy, library science, social media, new media, computer science	1.0	1.0	1.0	1.0	1.0
probabilistic logic network	autoepistemic logic	fuzzy logic, artificial intelligence, adaptive neuro fuzzy inference system, neuro fuzzy, fuzzy set	33.0	33.0	0.0	0.0	0.25
pauli villars regularization	regularization	dirac spinor, dirac sea, two body dirac equations, dirac algebra, operator	11.0	11.0	0.0	0.0	0.5
normal voice	speech recognition	speech recognition, intelligibility, loudness, vowel, formant	1.0	1.0	1.0	1.0	1.0
hippi	parallel port	operating system, latency, computer network, computer hardware, distributed computing	1438.0	1438.0	0.0	0.0	0.006944444444444444
atlas autocode	programming language	programming language, lisp, interpreter, fortran, compiler	1.0	1.0	1.0	1.0	1.0
robinson arithmetic	non standard model of arithmetic	programming language, algorithm, artificial intelligence, automated theorem proving, recursion	58.0	58.0	0.0	0.0	0.16666666666666666
risk it	computer security	it risk management, risk assessment, enterprise risk management, information security, computer security	5.0	5.0	0.0	0.0	1.0
markov additive process	variable order markov model	markov chain, markov property, markov model, law of total probability, phase type distribution	6.0	6.0	0.0	0.0	1.0
principal	security information and event management, software security assurance, network access control, network security policy	computer science, programming language, operating system, software engineering, artificial intelligence	95.5	95.5	0.0	0.0	0.2791666666666667
functionally graded element	computational science	scaffold, shape memory alloy, composite number, artificial intelligence, cable gland	26.0	26.0	0.0	0.0	0.3333333333333333
orion nebula	stars	stars, stellar evolution, white dwarf, milky way, planetary system	1.0	1.0	1.0	1.0	1.0
open syllable lengthening	syllable	vowel, consonant, syllable, diphthong, mid vowel	3.0	3.0	0.0	1.0	1.0
mixed data sampling	regression analysis	autoregressive integrated moving average, variance decomposition of forecast errors, cointegration, time series, moving average	8.0	8.0	0.0	0.0	1.0
attitude and heading reference system	inertial navigation system	artificial intelligence, inertial navigation system, global positioning system, computer vision, gnss applications	2.0	2.0	0.0	1.0	1.0
crimestat	spatial analysis	artificial intelligence, operating system, computer science, machine learning, simulation	68.0	68.0	0.0	0.0	0.14285714285714285
reconstruction filter	root raised cosine filter	artificial intelligence, computer vision, telecommunications, pixel, prototype filter	17.0	17.0	0.0	0.0	0.5
applied ontology	process ontology, upper ontology, ontology based data integration	ontology, artificial intelligence, process ontology, upper ontology, ontology	4.666666666666667	4.666666666666667	0.0	0.6666666666666666	1.0
end to end encryption	encryption	computer security, authentication, operating system, encryption, computer network	4.0	4.0	0.0	0.0	1.0
network virtualization platform	network virtualization	operating system, virtualization, full virtualization, cloud computing, hypervisor	57.0	57.0	0.0	0.0	0.16666666666666666
ternary golay code	concatenated error correction code, hamming code	concatenated error correction code, hamming code, reed solomon error correction, linear code, error floor	1.0	1.0	1.0	1.0	1.0
amaurodera	lomechusini	turtle, amoeba, lomechusini, hydropsychidae, tiger beetle	3.0	3.0	0.0	1.0	1.0
chip carrier	chip	printed circuit board, embedded system, integrated circuit, flip chip, chip	5.0	5.0	0.0	0.0	1.0
capacity planning	operating system	operating system, computer science, telecommunications, computer network, real time computing	1.0	1.0	1.0	1.0	1.0
external variable	programming language	artificial intelligence, computer science, machine learning, operating system, programming language	5.0	5.0	0.0	0.0	1.0
ninety ninety rule	software engineering, programming language	computer science, software engineering, expert system, programming language, software construction	2.5	2.5	0.0	1.0	1.0
customer experience systems	telecommunications	customer service assurance, service product management, service provider, service level objective, service design	93.0	93.0	0.0	0.0	0.1
sugeno integral	fuzzy number	fuzzy number, fuzzy logic, fuzzy set, membership function, fuzzy control system	1.0	1.0	1.0	1.0	1.0
